
'cl2' , 'hocl', 'cl2o', 'cl_', 'cl3_', 'ocl_', 'br2', 'hobr', 'br2o', 'br_', 'br3_', 'obr_', 'brcl', 'br2cl_', 'brcl2_', 'brocl', 'hp', 'oh_', 'nap'
1.2376100967292202e-15, 9.525394579643395e-09, 1.3700704282206943e-18, 0.001352987171744526, 3.0140708381782833e-19, 3.231335953968223e-09, 1.744701301280382e-08, 3.2309517911061136e-05, 6.587097605780969e-09, 3.299526060553026e-05, 9.271460783349679e-12, 6.470234555598624e-07, 4.0323915916751194e-11, 3.068710345910947e-11, 2.0731246220218566e-13, 1.0679387007682161e-13, 9.987161949175251e-08, 1.0012854553565949e-07, 0.00135300000001
1.2986462189777185e-15, 9.756191918779175e-09, 1.4372792778852205e-18, 0.001385986861192675, 3.239847814191862e-19, 3.3093293148119075e-09, 1.7448476745991278e-08, 3.2309271276439854e-05, 6.586964891859453e-09, 3.299556718189082e-05, 9.272374167710995e-12, 6.469583468359634e-07, 4.131043120306675e-11, 3.143852924507584e-11, 2.1756666097788768e-13, 1.0937894748820664e-13, 9.988129122579673e-08, 1.0011884985941452e-07, 0.0013860000000100001
1.3608903119198406e-15, 9.985101762026832e-09, 1.5055146668521109e-18, 0.0014189865531562733, 3.475928185500366e-19, 3.386693190128602e-09, 1.7450175304280182e-08, 3.2309027002172984e-05, 6.586570630184976e-09, 3.2995871005957855e-05, 9.273484686075517e-12, 6.468936815534158e-07, 4.229791065433337e-11, 3.219002991704623e-11, 2.280773410120977e-13, 1.1194503996024723e-13, 9.989054059668749e-08, 1.0010957934821322e-07, 0.0014190000000100002
1.4245781401064662e-15, 1.0213861931639313e-08, 1.5752845899687932e-18, 0.0014519862453741747, 3.7232502219631725e-19, 3.4639522708218567e-09, 1.7451551520012613e-08, 3.230878251681148e-05, 6.586675342980301e-09, 3.2996174898564965e-05, 9.274402987604625e-12, 6.46828806493522e-07, 4.3285363526411905e-11, 3.294124943516199e-11, 2.3882305080504695e-13, 1.1450980867749201e-13, 9.989979800164542e-08, 1.0010030250346745e-07, 0.0014520000000100002
1.4896816749054472e-15, 1.0442470838873018e-08, 1.6465829690888592e-18, 0.0014849859378467723, 3.981900213754381e-19, 3.5411072310156813e-09, 1.745304695521689e-08, 3.230853805063283e-05, 6.58665844296339e-09, 3.299647841609523e-05, 9.275313992602401e-12, 6.467642912195043e-07, 4.4272506214196854e-11, 3.369295582814745e-11, 2.4982526719866457e-13, 1.1707112202819274e-13, 9.990919142518386e-08, 1.0009089111173935e-07, 0.00148500000001
1.5562389635156584e-15, 1.0670819124950297e-08, 1.7193759031755706e-18, 0.001517985630570269, 4.2522124972149135e-19, 3.618272176598701e-09, 1.7454483106353894e-08, 3.230829477111192e-05, 6.586499890781021e-09, 3.299678174278011e-05, 9.276267308589682e-12, 6.466991829818763e-07, 4.525948408124884e-11, 3.4444072082319965e-11, 2.6107037033252185e-13, 1.1963149213407768e-13, 9.991806162287376e-08, 1.000820055711604e-07, 0.00151800000001
1.624250992470642e-15, 1.0899136934842862e-08, 1.793762257490869e-18, 0.0015509853234639027, 4.53453660336325e-19, 3.695295348046861e-09, 1.7456046323235302e-08, 3.2308050531332126e-05, 6.586479817604104e-09, 3.299708476859435e-05, 9.277420630594986e-12, 6.466348011733211e-07, 4.624691649442011e-11, 3.5196341245130334e-11, 2.7256907267407605e-13, 1.2218889020764941e-13, 9.992738734724803e-08, 1.0007266541703891e-07, 0.0015510000000100001
1.693852305059902e-15, 1.1128155326693362e-08, 1.869910925996876e-18, 0.001583985015481585, 4.829444573439689e-19, 3.772500240998978e-09, 1.7456821984984807e-08, 3.23078050269608e-05, 6.5862984380095706e-09, 3.2997389466724844e-05, 9.278236465219882e-12, 6.465719187235683e-07, 4.722932563644128e-11, 3.594683923560359e-11, 2.842753053863768e-13, 1.247561610617809e-13, 9.993918862986957e-08, 1.0006084837285967e-07, 0.0015840000000100002
1.769675114656882e-15, 1.1362540102206257e-08, 1.9495317595506668e-18, 0.0016169847087662398, 5.15077008807921e-19, 3.84307234239395e-09, 1.7454040082894183e-08, 3.2307341057655954e-05, 6.586154865111116e-09, 3.299769646738533e-05, 9.277022220382807e-12, 6.467322524176657e-07, 4.821774590108483e-11, 3.66900880036506e-11, 2.9627467802242383e-13, 1.2738199209965194e-13, 1.0017113379743711e-07, 9.982915856998966e-08, 0.0016170000000100002
1.842548479606165e-15, 1.1592313379144953e-08, 2.0291512651067918e-18, 0.0016499844000550355, 5.472275759475641e-19, 3.920244200829204e-09, 1.7455389257090138e-08, 3.230709289373722e-05, 6.585870080260381e-09, 3.299800131318779e-05, 9.277800683163934e-12, 6.46670934491272e-07, 4.920536464970371e-11, 3.744133644241971e-11, 3.0851407806385866e-13, 1.2995555540223652e-13, 1.0018388659732553e-07, 9.981645092482324e-08, 0.00165000000001
