
'cl2' , 'hocl', 'cl2o', 'cl_', 'cl3_', 'ocl_', 'br2', 'hobr', 'br2o', 'br_', 'br3_', 'obr_', 'brcl', 'br2cl_', 'brcl2_', 'brocl', 'hp', 'oh_', 'nap'
2.8133556861564887e-11, 2.8914847591040145e-10, 4.368743571109447e-12, 8.22709317861861e-06, 8.243690303323839e-28, 2.9887576436960573e-05, 4.2469911584874105e-10, 1.403783254010677e-07, 8.857868434002059e-07, 2.823745363342428e-05, 1.802884990260767e-13, 2.8497206517213926e-06, 5.622634328192426e-15, 4.542241667854116e-15, 1.7578022714485598e-19, 1.3697237111538236e-17, 5.6267115287341095e-11, 0.0001777237014716798, 6.765000001000001e-05
4.308308508234269e-10, 5.468695791666471e-09, 8.252841461930015e-11, 8.329861701534491e-06, 5.7232444108136846e-24, 2.9778667430745286e-05, 2.799913290295799e-09, 1.4296010372980285e-07, 9.020780877412218e-07, 2.8131905333694716e-05, 1.073019732347317e-12, 2.9153506655641033e-06, 3.394841363264447e-14, 3.031989745264252e-14, 1.0745857633349487e-18, 2.1371148565261615e-16, 8.616618599242503e-10, 1.1605480601031955e-05, 6.765000001000001e-05
5.5831971966064887e-11, 5.799729924157561e-10, 8.755250179502945e-12, 8.380352999427502e-06, 4.341284204863527e-27, 2.973396339090587e-05, 8.316738514395071e-10, 1.471719149525043e-07, 9.286546598167484e-07, 2.808375878380624e-05, 3.5079729151199973e-13, 2.9100700240503925e-06, 1.122646719605893e-14, 9.060611049813378e-15, 3.575097712334713e-19, 2.8504483787057987e-17, 1.1166395002126929e-10, 8.955441750086076e-05, 6.765000001000001e-05
4.738991279823111e-09, 4.6010076496472603e-08, 6.945374046335255e-10, 8.421186540535852e-06, 2.7586860912260255e-28, 2.9636962631267164e-05, 4.966991175071158e-09, 1.4519794809991447e-07, 9.161982444454284e-07, 2.803410717701808e-05, 1.0293089733832416e-13, 2.9783376405223725e-06, 5.376376248101361e-15, 5.437640318316823e-14, 1.7204665638693803e-19, 2.387705915036013e-15, 9.477985582593393e-09, 1.0550765152423636e-06, 6.765000001000001e-05
1.2268215619081362e-10, 1.3623890853560217e-09, 2.0580417859556924e-11, 8.5280271848172e-06, 7.866264709426507e-26, 2.958535117261093e-05, 1.6236332535051664e-09, 1.5386814708211854e-07, 9.709085940909147e-07, 2.7935225111500512e-05, 6.750666538967355e-13, 2.9658129214584085e-06, 2.213747173304684e-14, 1.8000259459921792e-14, 7.173984950239495e-19, 6.549471144821128e-17, 2.4536433853357764e-10, 4.0755718861857016e-05, 6.765000001000001e-05
4.955685879624252e-09, 4.811392536979026e-08, 7.262957030579999e-10, 8.56482389060857e-06, 3.100275368662003e-28, 2.9490726418925443e-05, 5.194109793385656e-09, 1.518372284137278e-07, 9.580920444346015e-07, 2.7890025998095538e-05, 1.0708398631660448e-13, 3.031535785414522e-06, 5.789507686436039e-15, 5.783257924126453e-14, 1.8842728386379375e-19, 2.6110410648572782e-15, 9.911375066362453e-09, 1.0089417394704723e-06, 6.765000001000001e-05
6.10589029669115e-11, 6.342610201489402e-10, 9.574630262454401e-12, 8.669983213507528e-06, 5.639846865411301e-27, 2.9444270476173876e-05, 9.095049002872011e-10, 1.609455596894495e-07, 1.0155665347421699e-06, 2.7794045450105358e-05, 3.7966776962549834e-13, 3.0120265278355814e-06, 1.274564903613048e-14, 1.0250980631956054e-14, 4.199173086062496e-19, 3.4090907705836933e-17, 1.221178132156925e-10, 8.18881352087213e-05, 6.765000001000001e-05
5.172621127046746e-09, 5.022011057252004e-08, 7.58089268905726e-10, 8.70024635145553e-06, 3.5217310217434774e-28, 2.9352702117207547e-05, 5.421480624488768e-09, 1.5848388723176674e-07, 1.000032444335987e-06, 2.7754159215486585e-05, 1.1122692283395699e-13, 3.0764185415774026e-06, 6.2140083174304336e-15, 6.131911897232379e-14, 2.0544065295739848e-19, 2.8446806237679036e-15, 1.03452458583922e-08, 9.666275830349522e-07, 6.765000001000001e-05
6.367706243823415e-11, 6.614534511982951e-10, 9.985034266116243e-12, 8.805296257951202e-06, 6.262013417186529e-27, 2.9308926051272887e-05, 9.484893000461952e-10, 1.6784378930506935e-07, 1.0590947658762864e-06, 2.7658690772423493e-05, 3.9401299206138794e-13, 3.0533466293210675e-06, 1.3521501544304773e-14, 1.0857279116969832e-14, 4.524309995752747e-19, 3.707562703142279e-17, 1.2735413279596606e-10, 7.852120524444221e-05, 6.765000001000001e-05
5.389804789276283e-09, 5.232870753164349e-08, 7.899192316372815e-10, 8.827849919388251e-06, 3.9096079593385304e-28, 2.9222493849843227e-05, 5.649111377088716e-09, 1.6513745042403708e-07, 1.042018609707151e-06, 2.7626110817410803e-05, 1.1536187419824125e-13, 3.113383835138219e-06, 6.649587591103482e-15, 6.483046995989108e-14, 2.2306576799915376e-19, 3.0884734203382324e-15, 1.0779613493089423e-08, 9.276770457874751e-07, 6.765000001000001e-05
